code_postal,bureau_postal,localite,delegation,gouvernorat,region,aliases,source,confidence
2061,FERME HABABOU,FERME HABABOU,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2061,FERME MUSTAPHA,FERME MUSTAPHA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2061,HENCHIR TOUBA,HENCHIR TOUBA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2061,HENCHIR TOUBIAS,HENCHIR TOUBIAS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2022,KALAAT LANDLOUS,KALAAT LANDLOUS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2061,PONT DE BIZERTE,PONT DE BIZERTE,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2035,AEROPORT TUNIS CARTHAGE,AEROPORT TUNIS CARTHAGE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,BORJ LOUZIR,BORJ LOUZIR,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2035,CHARGUIA 1,CHARGUIA 1,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2035,CHARGUIA 2,CHARGUIA 2,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CHOTRANA 1,CHOTRANA 1,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CHOTRANA 2,CHOTRANA 2,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CHOTRANA 3,CHOTRANA 3,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE ASTREE,CITE ASTREE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE BELABLA,CITE BELABLA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE BEN HESSINE,CITE BEN HESSINE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE BEN KILANI,CITE BEN KILANI,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE BOU FARES,CITE BOU FARES,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE CHOUACHIA,CITE CHOUACHIA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE CHOUCHENE,CITE CHOUCHENE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE DE LA SANTE,CITE DE LA SANTE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE DE LA TERRE LIBRE,CITE DE LA TERRE LIBRE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE DES JUGES,CITE DES JUGES,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EL AZZEF,CITE EL AZZEF,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE EL BEHI LADGHEM,CITE EL BEHI LADGHEM,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EL BOUSTENE 1,CITE EL BOUSTENE 1,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EL BOUSTENE 2,CITE EL BOUSTENE 2,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE EL FETH,CITE EL FETH,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE EL HANA,CITE EL HANA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EL HENAYA,CITE EL HENAYA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EL MAID,CITE EL MAID,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE EL MANSOURA,CITE EL MANSOURA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE EL OUROUD,CITE EL OUROUD,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE ELYES,CITE ELYES,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE ENNACIM,CITE ENNACIM,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE ENNOUZHA 3,CITE ENNOUZHA 3,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE ETTAAMIR,CITE ETTAAMIR,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE ETTAAMIR 5,CITE ETTAAMIR 5,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EZZITOUN 1,CITE EZZITOUN 1,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EZZITOUN 2,CITE EZZITOUN 2,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE EZZOUAIDIA,CITE EZZOUAIDIA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE FARHAT,CITE FARHAT,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE FATEH,CITE FATEH,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE FONCIERE,CITE FONCIERE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE GHOUZAILA,CITE GHOUZAILA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE HEDI NOUIRA,CITE HEDI NOUIRA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE JEBIRA,CITE JEBIRA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE SNIT,CITE SNIT,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,CITE STAR,CITE STAR,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,CITE TOUILIA,CITE TOUILIA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,DAR FADHAL,DAR FADHAL,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,LA SOUKRA,LA SOUKRA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,MOSQUE ERRAOUDHA,MOSQUE ERRAOUDHA,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,RESIDENCE AHLEM,RESIDENCE AHLEM,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,RESIDENCE EL OUNS,RESIDENCE EL OUNS,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2073,RESIDENCE ENNESRINE,RESIDENCE ENNESRINE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,RESIDENCE MERIEM,RESIDENCE MERIEM,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,SIDI FREJ,SIDI FREJ,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,SIDI SALAH,SIDI SALAH,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,SIDI SOUFIENE,SIDI SOUFIENE,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2035,STATION MARCHANDISES FRET,STATION MARCHANDISES FRET,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2036,VILLAGE ESSAHLI,VILLAGE ESSAHLI,LA SOUKRA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE ALI BOURGUIBA,CITE ALI BOURGUIBA,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE DE LA REPUBLIQUE,CITE DE LA REPUBLIQUE,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE EL BASSATINE1,CITE EL BASSATINE1,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE EL BASSATINE2,CITE EL BASSATINE2,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE EL BASSATINE3,CITE EL BASSATINE3,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE EL GOUABSIA,CITE EL GOUABSIA,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE EL OUARD,CITE EL OUARD,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE ENNASR,CITE ENNASR,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE ESSAADA,CITE ESSAADA,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE RAFAHA,CITE RAFAHA,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,CITE ROUS EL HARAYEK,CITE ROUS EL HARAYEK,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,ESSANHAJI,ESSANHAJI,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,MNIHLA,MNIHLA,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2094,RESIDENCE ENNASR,RESIDENCE ENNASR,MNIHLA,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,ARIANA ESSOUGHRA,ARIANA ESSOUGHRA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,BORJ TOUIL,BORJ TOUIL,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,BOU HNECH,BOU HNECH,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE 7 NOVEMBRE,CITE 7 NOVEMBRE,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE AEROPORT,CITE AEROPORT,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE CHAKER,CITE CHAKER,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE CHARGUI,CITE CHARGUI,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE DE LA MOSQUE,CITE DE LA MOSQUE,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE DE LA RTT 2,CITE DE LA RTT 2,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE DES JUGES,CITE DES JUGES,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE EL ABADLA,CITE EL ABADLA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE EL AMEL,CITE EL AMEL,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE EL GHAZALA 1,CITE EL GHAZALA 1,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE EL GHAZALA 2,CITE EL GHAZALA 2,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE EL MOUAOUIET,CITE EL MOUAOUIET,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE EL MOUNTAZEH,CITE EL MOUNTAZEH,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE EL WAFA,CITE EL WAFA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE EL YAMAMA,CITE EL YAMAMA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE ENNASR,CITE ENNASR,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE ENNKHILET,CITE ENNKHILET,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE ENNOUR JAAFAR,CITE ENNOUR JAAFAR,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE ERRIADH,CITE ERRIADH,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE ESSAADA,CITE ESSAADA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE ESSAHAFA,CITE ESSAHAFA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE IBN RACHIK,CITE IBN RACHIK,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,CITE MEHRZIA 2,CITE MEHRZIA 2,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE SIDI SALAH,CITE SIDI SALAH,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE SIDI SLIMENE,CITE SIDI SLIMENE,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,CITE SNIT,CITE SNIT,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,CITE ZGHAB,CITE ZGHAB,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2088,COMPLEXE TECHNOLOGIQUE,COMPLEXE TECHNOLOGIQUE,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,DOUAR EL HENDI,DOUAR EL HENDI,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,EL BRARJA,EL BRARJA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,EL HESSIENE,EL HESSIENE,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,JAAFAR 1,JAAFAR 1,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2083,JAAFAR 2,JAAFAR 2,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,OUED EL KHAYAT,OUED EL KHAYAT,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,OUED EL MAKHZEN,OUED EL MAKHZEN,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2056,RAOUED,RAOUED,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,RESIDENCE EL AYECH,RESIDENCE EL AYECH,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,RESIDENCE EL OUNS,RESIDENCE EL OUNS,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,RESIDENCE ENNARJES,RESIDENCE ENNARJES,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,RESIDENCE ESSALEM,RESIDENCE ESSALEM,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,RESIDENCE RIM,RESIDENCE RIM,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2081,ROUTE EZZAOUIA,ROUTE EZZAOUIA,RAOUED,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,BEJAOUA 2,BEJAOUA 2,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,BORJ EL KHOUKHA,BORJ EL KHOUKHA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,BORJ YOUSSEF,BORJ YOUSSEF,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CEBALET BEN AMMAR,CEBALET BEN AMMAR,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2057,CHORFECH,CHORFECH,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CHORFECH 12,CHORFECH 12,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2057,CHORFECH 2,CHORFECH 2,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2057,CHORFECH 24,CHORFECH 24,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2057,CHORFECH 8,CHORFECH 8,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE 18 JANVIER,CITE 18 JANVIER,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE AFH,CITE AFH,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE DES AGRICULTEURS,CITE DES AGRICULTEURS,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE DES ORANGES,CITE DES ORANGES,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE DRIDI,CITE DRIDI,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE EL BOKRI,CITE EL BOKRI,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE EL FRACHICH,CITE EL FRACHICH,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE EL GHRIBI,CITE EL GHRIBI,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE EL GOUAZINE,CITE EL GOUAZINE,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE EL MBARKA,CITE EL MBARKA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE EL METHALITHE,CITE EL METHALITHE,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE EL MREZGUA,CITE EL MREZGUA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE ESSAADA,CITE ESSAADA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE ETTBAIEB,CITE ETTBAIEB,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE JARDINS,CITE JARDINS,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE MESSOUDA,CITE MESSOUDA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,CITE MONGI SLIM,CITE MONGI SLIM,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE OUVRIERE,CITE OUVRIERE,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,CITE SIDI MAROUANE,CITE SIDI MAROUANE,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,EZZAOUIA,EZZAOUIA,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,JABBES,JABBES,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2032,JABBES EL BORJ,JABBES EL BORJ,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2020,SIDI THABET,SIDI THABET,SIDI THABET,ARIANA,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
9030,ADAILIA,ADAILIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,AIN EL GOUSSA,AIN EL GOUSSA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,AIN GHENEM,AIN GHENEM,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,BENI MELEK,BENI MELEK,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,BOURIS,BOURIS,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,CITE DE LA POSTE,CITE DE LA POSTE,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,CITE ERRAOUDHA,CITE ERRAOUDHA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,CITE HACHED,CITE HACHED,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,CITE TAIEB MHIRI,CITE TAIEB MHIRI,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EDDGHABJIA,EDDGHABJIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EDHHIRAT,EDHHIRAT,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9084,EL AYAYDA,EL AYAYDA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL FRAIJIA,EL FRAIJIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL GHORFA,EL GHORFA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL GRAIA,EL GRAIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL HLIKAT,EL HLIKAT,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9084,EL HOMR,EL HOMR,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL JOUZA,EL JOUZA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,EL MJALES,EL MJALES,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,GAAT EL MOUHDI,GAAT EL MOUHDI,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,GHOUZIA,GHOUZIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,MAGHRAOUA,MAGHRAOUA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9084,MENZEL EL GOURCHI,MENZEL EL GOURCHI,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,MENZEL HAMMED,MENZEL HAMMED,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,REMADHNIA,REMADHNIA,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,SIDI MBAREK,SIDI MBAREK,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,SIDI SAADOUN,SIDI SAADOUN,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,SOBAH,SOBAH,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9030,ZAHRET MEDIENE,ZAHRET MEDIENE,AMDOUN,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,AIN KSAR HADID,AIN KSAR HADID,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,BEJA,BEJA,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,BOU KESLANE,BOU KESLANE,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,CHARCHARA,CHARCHARA,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,CITE AFH,CITE AFH,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,CITE AIN BAZAZ,CITE AIN BAZAZ,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,CITE AIN CHEMES,CITE AIN CHEMES,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9000,CITE AIN EL GHOULA,CITE AIN EL GHOULA,BEJA NORD,BEJA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
