geo_sk,geo_key,approval_status,approved_region,approved_gouvernorat,approved_localite,approved_code_postal,correction_type,correction_reason,candidate_summary
2167,UNKNOWN|UNKNOWN|UNKNOWN|MONTPLAISIR|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,MONTPLAISIR,1073,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/BAB BHAR/MONTPLAISIR/MONTPLAISIR/1073
2184,UNKNOWN|UNKNOWN|UNKNOWN|MTORRECH|UNKNOWN,APPROVED,SUD EST,GABES,MTORRECH,6014,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,GABES/GABES SUD/MTORRECH/MTORRECH/6014
2185,UNKNOWN|UNKNOWN|UNKNOWN|MUTUELLE VILLE|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,MUTUELLE VILLE,1082,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/EL MENZAH/MUTUELLE VILLE/MUTUELLE VILLE/1082
2187,UNKNOWN|UNKNOWN|UNKNOWN|NAASSEN|UNKNOWN,APPROVED,GRAND TUNIS,BEN AROUS,NAASSEN,1135,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,BEN AROUS/FOUCHANA/NAASSEN/NAASSEN/1135
2208,UNKNOWN|UNKNOWN|UNKNOWN|OUED CHAABOUNI|UNKNOWN,APPROVED,CENTRE EST,SFAX,OUED CHAABOUNI,3071,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SFAX/SFAX EST/OUED CHAABOUNI/OUED CHAABOUNI/3071
2215,UNKNOWN|UNKNOWN|UNKNOWN|OULED CHAMAKH|UNKNOWN,APPROVED,CENTRE EST,MAHDIA,OULED CHAMAKH,5120,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,MAHDIA/OULED CHAMAKH/OULED CHAMAKH/OULED CHAMAKH/5120
2217,UNKNOWN|UNKNOWN|UNKNOWN|OULED SALAH|UNKNOWN,APPROVED,CENTRE EST,MAHDIA,OULED SALAH,5116,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,MAHDIA/KSOUR ESSAF/OULED SALAH/OULED SALAH/5116
2235,UNKNOWN|UNKNOWN|UNKNOWN|RAS TABIA|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,RAS TABIA,2000,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/EL OMRANE/RAS TABIA/RAS TABIA/2000
2238,UNKNOWN|UNKNOWN|UNKNOWN|REJICHE|UNKNOWN,APPROVED,CENTRE EST,MAHDIA,REJICHE,5121,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,MAHDIA/MAHDIA/REJICHE/REJICHE/5121
2241,UNKNOWN|UNKNOWN|UNKNOWN|REPUBLIQUE|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,REPUBLIQUE,1001,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/BAB BHAR/REPUBLIQUE/REPUBLIQUE/1001
2252,UNKNOWN|UNKNOWN|UNKNOWN|ROMMANA|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,ROMMANA,1068,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/EL OMRANE SUPERIEUR/ROMMANA/ROMMANA/1068
2295,UNKNOWN|UNKNOWN|UNKNOWN|RTIBA|UNKNOWN,APPROVED,NORD EST,NABEUL,RTIBA,8031,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,NABEUL/TAKELSA/RTIBA/RTIBA/8031
2316,UNKNOWN|UNKNOWN|UNKNOWN|SAHLOUL|UNKNOWN,APPROVED,CENTRE EST,SOUSSE,SAHLOUL,4054,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SOUSSE/SOUSSE JAOUHARA/SAHLOUL/SAHLOUL/4054
2327,UNKNOWN|UNKNOWN|UNKNOWN|SALAMBO|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,SALAMBO,2025,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/CARTHAGE/SALAMBO/SALAMBO/2025
2331,UNKNOWN|UNKNOWN|UNKNOWN|SAOUEF|UNKNOWN,APPROVED,NORD EST,ZAGHOUAN,SAOUEF,1115,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,ZAGHOUAN/SAOUEF/SAOUEF/SAOUEF/1115
2344,UNKNOWN|UNKNOWN|UNKNOWN|SELTENE|UNKNOWN,APPROVED,NORD EST,NABEUL,SELTENE,8012,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,NABEUL/GROMBALIA/SELTENE/SELTENE/8012
2360,UNKNOWN|UNKNOWN|UNKNOWN|SIDI ABBES|UNKNOWN,APPROVED,CENTRE EST,SFAX,SIDI ABBES,3062,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SFAX/SFAX SUD/SIDI ABBES/SIDI ABBES/3062
2364,UNKNOWN|UNKNOWN|UNKNOWN|SIDI ALOUENE|UNKNOWN,APPROVED,CENTRE EST,MAHDIA,SIDI ALOUENE,5190,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,MAHDIA/SIDI ALOUENE/SIDI ALOUENE/SIDI ALOUENE/5190
2366,UNKNOWN|UNKNOWN|UNKNOWN|SIDI AMOR|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,SIDI AMOR,2089,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/EL KRAM/SIDI AMOR/SIDI AMOR/2089
2368,UNKNOWN|UNKNOWN|UNKNOWN|SIDI BAHRI|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,SIDI BAHRI,1000,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/BAB BHAR/SIDI BAHRI/SIDI BAHRI/1000
2371,UNKNOWN|UNKNOWN|UNKNOWN|SIDI BOULBABA|UNKNOWN,APPROVED,SUD EST,GABES,SIDI BOULBABA,6012,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,GABES/GABES SUD/SIDI BOULBABA/SIDI BOULBABA/6012
2374,UNKNOWN|UNKNOWN|UNKNOWN|SIDI BOUSAID|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,SIDI BOUSAID,2026,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/CARTHAGE/SIDI BOUSAID/SIDI BOUSAID/2026
2380,UNKNOWN|UNKNOWN|UNKNOWN|SIDI EL HENI|UNKNOWN,APPROVED,CENTRE EST,SOUSSE,SIDI EL HENI,4025,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SOUSSE/SIDI EL HENI/SIDI EL HENI/SIDI EL HENI/4025
2383,UNKNOWN|UNKNOWN|UNKNOWN|SIDI JEDIDI|UNKNOWN,APPROVED,NORD EST,NABEUL,SIDI JEDIDI,8032,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,NABEUL/HAMMAMET/SIDI JEDIDI/SIDI JEDIDI/8032
2388,UNKNOWN|UNKNOWN|UNKNOWN|SIDI REZIG|UNKNOWN,APPROVED,GRAND TUNIS,BEN AROUS,SIDI REZIG,2033,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,BEN AROUS/MEGRINE/SIDI REZIG/SIDI REZIG/2033
2404,UNKNOWN|UNKNOWN|UNKNOWN|SNED|UNKNOWN,APPROVED,SUD OUEST,GAFSA,SNED,2190,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,GAFSA/SNED/SNED/SNED/2190
2410,UNKNOWN|UNKNOWN|UNKNOWN|SOUK EL AHAD|UNKNOWN,APPROVED,SUD OUEST,KEBILI,SOUK EL AHAD,4230,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,KEBILI/SOUK EL AHAD/SOUK EL AHAD/SOUK EL AHAD/4230
2412,UNKNOWN|UNKNOWN|UNKNOWN|SOUNINE|UNKNOWN,APPROVED,NORD EST,BIZERTE,SOUNINE,7025,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,BIZERTE/RAS JEBEL/SOUNINE/SOUNINE/7025
2419,UNKNOWN|UNKNOWN|UNKNOWN|SOUSSE RIADH|UNKNOWN,APPROVED,CENTRE EST,SOUSSE,SOUSSE RIADH,4023,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SOUSSE/SOUSSE RIADH/SOUSSE RIADH/SOUSSE RIADH/4023
2435,UNKNOWN|UNKNOWN|UNKNOWN|TAZARKA|UNKNOWN,APPROVED,NORD EST,NABEUL,TAZARKA,8024,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,NABEUL/KORBA/TAZARKA/TAZARKA/8024
2440,UNKNOWN|UNKNOWN|UNKNOWN|TEBOULBOU|UNKNOWN,APPROVED,SUD EST,GABES,TEBOULBOU,6032,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,GABES/GABES SUD/TEBOULBOU/TEBOULBOU/6032
2447,UNKNOWN|UNKNOWN|UNKNOWN|TOUZA|UNKNOWN,APPROVED,CENTRE EST,MONASTIR,TOUZA,5023,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,MONASTIR/KSIBET EL MEDIOUNI/TOUZA/TOUZA/5023
2459,UNKNOWN|UNKNOWN|UNKNOWN|TUNIS BELVEDERE|UNKNOWN,APPROVED,GRAND TUNIS,TUNIS,TUNIS BELVEDERE,1002,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,TUNIS/EL MENZAH/TUNIS BELVEDERE/TUNIS BELVEDERE/1002
2477,UNKNOWN|UNKNOWN|UNKNOWN|TYNA|UNKNOWN,APPROVED,CENTRE EST,SFAX,TYNA,3083,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SFAX/SFAX SUD/TYNA/TYNA/3083
2496,UNKNOWN|UNKNOWN|UNKNOWN|ZAOUIET SOUSSE|UNKNOWN,APPROVED,CENTRE EST,SOUSSE,ZAOUIET SOUSSE,4081,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,SOUSSE/SOUSSE RIADH/ZAOUIET SOUSSE/ZAOUIET SOUSSE/4081
2503,UNKNOWN|UNKNOWN|UNKNOWN|ZOUARINE|UNKNOWN,APPROVED,NORD OUEST,KEF,ZOUARINE,7170,APPROVED_FILL_GLOBAL_LOCALITE,unique postal reference match,KEF/DAHMANI/ZOUARINE/ZOUARINE/7170
