code_postal,bureau_postal,localite,delegation,gouvernorat,region,pays,aliases,source,confidence
2020,,BEJAOUA 2,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE 18 JANVIER,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE AFH,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE DES ORANGES,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE EL GOUAZINE,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE EL MBARKA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE EL MREZGUA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE ESSAADA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE ETTBAIEB,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE JARDINS,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,CITE MONGI SLIM,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2020,,SIDI THABET,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE BIR EL ARAIES,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE DES MARTYRS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE EL FEJJA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE EL MOUROUJ,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE EL OULJA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE ESSIBOUS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,CITE TAREK IBN ZIED,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2022,,KALAAT LANDLOUS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2027,,BORJ EL BACCOUCHE,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,BORJ EL KHOUKHA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,BORJ YOUSSEF,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CEBALET BEN AMMAR,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CHORFECH 12,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE DRIDI,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE EL BOKRI,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE EL FRACHICH,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE EL GHRIBI,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE EL METHALITHE,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE MESSOUDA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE OUVRIERE,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,CITE SIDI MAROUANE,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,EZZAOUIA,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,JABBES,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2032,,JABBES EL BORJ,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2035,,AEROPORT TUNIS CARTHAGE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2035,,CHARGUIA 1,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2035,,CHARGUIA 2,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2035,,STATION MARCHANDISES FRET,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CHOTRANA 1,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CHOTRANA 2,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CHOTRANA 3,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE ASTREE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE BELABLA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE BEN HESSINE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE CHOUACHIA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE CHOUCHENE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE DE L'AEROPORT,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE DE LA TERRE LIBRE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE DES JUGES,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EL AZZEF,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EL BOUSTENE 1,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EL BOUSTENE 2,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EL HENAYA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EL MAID,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE ELYES,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE ETTAAMIR,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EZZITOUN 1,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EZZITOUN 2,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE EZZOUAIDIA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE FARHAT,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE FATEH,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE FONCIERE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE SNIT,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,CITE TOUILIA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,DAR FADHAL,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,LA SOUKRA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,MOSQUE ERRAOUDHA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,RESIDENCE 26-26,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,RESIDENCE AHLEM,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,RESIDENCE MERIEM,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,SIDI FREJ,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,SIDI SALAH,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,SIDI SOUFIENE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2036,,VILLAGE ESSAHLI,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,CENTRE COMMERCIAL IKRAM,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,CITE ENNASR 1,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,CITE ENNASR 2,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,EL MENZAH 7,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,EL MENZAH 8,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,RESIDENCE ENNOUR ( NASER 1),ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2037,,RESIDENCE ENNOUR ( NASER 2),ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE 18 JANVIER,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE BEN YERFES,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE EL HOUDA,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE ENNASSER,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE ETTAYARENE,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE SFAR,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE SNIT 2,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2041,,CITE SNIT NAGRA,ETTADHAMEN,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE 7 NOVEMBRE,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE AEROPORT,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE CHARGUI,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE DES JUGES,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE EL YAMAMA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE SIDI SALAH,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,CITE ZGHAB,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,EL BRARJA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2056,,RAOUED,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2057,,CHORFECH,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2057,,CHORFECH 2,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2057,,CHORFECH 24,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2057,,CHORFECH 8,SIDI THABET,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE BORJ TURKI 1,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE BORJ TURKI 2,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE DE LA SANTE,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE ESSAADA (RIADH ANDALOUS),ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE KARIM,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,CITE MEHRZIA 1,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,RESIDENCE EL OUNS,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,RESIDENCE IBN ZEIDOUN,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,RESIDENCE ICHBILIA,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,RESIDENCE KORTOBA,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2058,,RIADH LANDLOUS,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,BORJ EL HADJ,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,EL MISRA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,FERME HABABOU,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,FERME MUSTAPHA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,HENCHIR TOUBA,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,HENCHIR TOUBIAS,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2061,,PONT DE BIZERTE,KALAAT LANDLOUS,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,BORJ LOUZIR,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE BEN KILANI,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE DE LA SANTE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE EL BEHI LADGHEM,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE EL FETH,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE EL HANA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE EL MANSOURA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE EL OUROUD,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE ENNACIM,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE ENNOUZHA 3,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE ETTAAMIR 5,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE GHOUZAILA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE HEDI NOUIRA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE JEBIRA,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE SNIT,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,CITE STAR,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,RESIDENCE EL OUNS,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2073,,RESIDENCE ENNESRINE,LA SOUKRA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,ARIANA,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE DES ROSES,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE DU JARDIN,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE DU PRINTEMPS,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE ENNOUZHA,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE ESSAADA (ARIANA),ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,CITE JAAFAR,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,NOUVELLE ARIANA,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2080,,RESIDENCE ENNOUR (ARIANA),ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,ARIANA ESSOUGHRA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,BORJ TOUIL,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,BOU HNECH,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE CHAKER,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE DE LA MOSQUE,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE EL MOUAOUIET,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE EL MOUNTAZEH,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE ENNOUR JAAFAR,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE ERRIADH,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE ESSAADA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE SIDI SLIMENE,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,CITE SNIT,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,DOUAR EL HENDI,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,EL HESSIENE,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,OUED EL KHAYAT,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,OUED EL MAKHZEN,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,RESIDENCE EL AYECH,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,RESIDENCE EL OUNS,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,RESIDENCE ENNARJES,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,RESIDENCE ESSALEM,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,RESIDENCE RIM,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2081,,ROUTE EZZAOUIA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE DE LA RTT 2,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE EL ABADLA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE EL AMEL,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE EL GHAZALA 1,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE EL GHAZALA 2,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE EL WAFA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE ENNASR,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE ENNKHILET,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE ESSAHAFA,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE IBN RACHIK,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,CITE MEHRZIA 2,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,JAAFAR 1,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2083,,JAAFAR 2,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2088,,COMPLEXE TECHNOLOGIQUE,RAOUED,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,CITE BELVEDERE 2,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,CITE DU SOLEIL,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,CITE EL INTISSAR 1,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,CITE EL INTISSAR 2,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,CITE JAMIL,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,EL MENZAH 5,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2091,,EL MENZAH 6,ARIANA VILLE,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE ALI BOURGUIBA,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE DE LA REPUBLIQUE,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE EL BASSATINE1,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE EL BASSATINE2,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE EL BASSATINE3,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE EL GOUABSIA,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE EL OUARD,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE ENNASR,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE ESSAADA,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE RAFAHA,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,CITE ROUS EL HARAYEK,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,ESSANHAJI,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,MNIHLA,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
2094,,RESIDENCE ENNASR,MNIHLA,ARIANA,GRAND TUNIS,TUNISIE,,KAGGLE_DIMREGION,HIGH
9000,,AIN KSAR HADID,BEJA NORD,BEJA,NORD OUEST,TUNISIE,,KAGGLE_DIMREGION,HIGH
