numero_permis,n_occurrences,is_suspect
01/477897,2,False
01183683,2,False
23/154251,2,False
23/20196,2,False
23/1934324,2,False
15/101730,2,False
13/51208,2,False
08/44724,2,False
03/254025,2,False
01/0127892,2,False
24/24722,2,False
23/215796,2,False
24/97321,2,False
19/611202,2,False
61/120250,2,False
24/236458,2,False
24/70306,2,False
19/005287,2,False
24/16900,2,False
24/169176,2,False
24/2157,2,False
23/20887,2,False
23/102900,2,False
23/179475,2,False
01/404172,2,False
23/90126,2,False
14/12643,2,False
09/160230,2,False
01/986532,2,False
03/19469,2,False
02/254846,2,False
01/555021,2,False
00/7811,2,False
01/542913,2,False
01/177912,2,False
00/340424,2,False
01/536337,2,False
15/29983,2,False
19/1735,2,False
01/221411,2,False
01/53096,2,False
02/284738,2,False
09/159256,2,False
15/02365,2,False
24/122395,2,False
01/244542,2,False
01/367656,2,False
01/492519,2,False
SSTATIONEE,2,False
03/223503,2,False
23/152823,2,False
02/336793,2,False
03/261682,2,False
01/553155,2,False
23/246713,2,False
22105820,2,False
00/338705,2,False
03/180683,2,False
03/92279,2,False
03/103412,2,False
10/62844,2,False
1419103,2,False
22/123826,2,False
14/176289,2,False
14/16179,2,False
11/43831,2,False
09/230416,2,False
2 139881,2,False
01/457624,2,False
19/16653,2,False
12/17179,2,False
16AH81479,2,False
15/92289,2,False
05/3035,2,False
09/65891,2,False
14/64249,2,False
02/230208,2,False
01/280133,2,False
22/125430,2,False
15/52925,2,False
1552925,2,False
18/15516,2,False
01/5445411,2,False
17/025141,2,False
10/60049,2,False
23/206002,2,False
12/63830,2,False
09/160729,2,False
17/18523,2,False
13/15912,2,False
19/12541,2,False
21/34181,2,False
02/322634,2,False
10/44877,2,False
01/215826,2,False
25/95816,2,False
01/88888,2,False
14/206295,2,False
24/13653,2,False
02/2548744,2,False
09/207401,2,False
22/89325,2,False
09/178153,2,False
23/212094,2,False
02/349956,2,False
01/43784,2,False
03/56373,2,False
09/131436,2,False
01/490764,2,False
15/022369,2,False
04/85780,2,False
22/43009,2,False
12/0032669,2,False
03/156002,2,False
05/37045,2,False
12/40123,2,False
21/47985,2,False
04/88112,2,False
23/706720,2,False
0122222223,2,False
0457516,2,False
02/125735,2,False
02/332233,2,False
15/141768,2,False
02/5574588,2,False
24/77898,2,False
15/137844,2,False
02/8489854,2,False
02/6444855,2,False
00/115115,2,False
07/87572,2,False
04/170589,2,False
15/92258,2,False
01/439319,2,False
03/201850,2,False
10/66645,2,False
01/480371,2,False
17/45421,2,False
23/26865,2,False
11/27742,2,False
23/168305,2,False
22/114430,2,False
00/362729,2,False
09/231189,2,False
01/326598,2,False
15/17445,2,False
00/1451254,2,False
01/489410,2,False
03/93018,2,False
00/427123,2,False
01/551528,2,False
22/124834,2,False
02/10512,2,False
01/289419,2,False
01/328660,2,False
01/2536236,2,False
01/2545884,2,False
03/250608,2,False
15/129758,2,False
10/62643,2,False
02/344215,2,False
12/32698,2,False
24/104740,2,False
00/254821,2,False
02/109583,2,False
09/114898,2,False
01/451225,2,False
24/99119,2,False
07/15190,2,False
03/31175,2,False
05/976422,2,False
02/303354,2,False
01/419530,2,False
23/117122,2,False
23/132124,2,False
07/00252,2,False
15/002369,2,False
01/319606,2,False
24/85881,2,False
04/7220,2,False
15/023691,2,False
02/131982,2,False
14/181794,2,False
09/147161,2,False
24/26648,2,False
03/9307,2,False
07/106246,2,False
05/24664,2,False
06/31332,2,False
08/7061003,2,False
19/7596,2,False
01/225507,2,False
02/175933,2,False
23/111416,2,False
16/23877,2,False
05/81065,2,False
24/79991,2,False
04/73048,2,False
13/039027,2,False
01/372131,2,False
01/520277,2,False
22/174292,2,False
02/36541,2,False
00/441407,2,False
24/140087,2,False
09/256745,2,False
02/68104,2,False
06130510,2,False
09/15578,2,False
01/737024,2,False
0410293,2,False
01/513022,2,False
14/35628,2,False
01/15572,2,False
02/92073,2,False
14/153336,2,False
01/549965,2,False
03/52118,2,False
01/138792,2,False
15/81472,2,False
15/50865,2,False
02/162137,2,False
15/2173,2,False
01/772378,2,False
09/194899,2,False
01/2563,2,False
0255222,2,False
03/157357,2,False
14/67637,2,False
24155919,2,False
15/42581,2,False
22/183683,2,False
14/192076,2,False
24/71403,2,False
00/297518,2,False
02/223318,2,False
01/2501925,2,False
23/1290,2,False
02/12547,2,False
13/40453,2,False
02/30690,2,False
24/001713,2,False
07/195920,2,False
07/22452,2,False
02/214454,2,False
02/169109,2,False
24/13529,2,False
01/443099,2,False
05/1085262,2,False
01/400065,2,False
02/302333,2,False
19/13985,2,False
05/46669,2,False
01/60212,2,False
01/60216,2,False
02/142956,2,False
04/49584,2,False
01/542984,2,False
22/91079,2,False
14/103115,2,False
02/76251,2,False
23/131427,2,False
08/81814,2,False
15/15597,2,False
23/247057,2,False
23/60669,2,False
03/165800,2,False
09/115978,2,False
01/439179,2,False
22/15173,2,False
11/75093,2,False
08/83934,2,False
08/754215,2,False
09/000000,2,False
10/13889,2,False
00/433834,2,False
23/245404,2,False
00/340380,2,False
02/274075,2,False
09/112156,2,False
21/6124,2,False
01/265228,2,False
01/2494458,2,False
03/457102,2,False
09/156686,2,False
09/42574,2,False
01/290058,2,False
01/34296,2,False
1584587,2,False
002457340,2,False
22/128846,2,False
01/394864,2,False
10/22654,2,False
24/137364,2,False
16/30725,2,False
17/30794,2,False
02/254877,2,False
23/205664,2,False
02/226215,2,False
09/212654,2,False
97/6422,2,False
21/45042,2,False
09/456321,2,False
09/122939,2,False
16/61317,2,False
01/169845,2,False
22/103926,2,False
02/304638,2,False
09/85180,2,False
03/85818,2,False
17/21224,2,False
02/206767,2,False
24/161819,2,False
01/732321,2,False
22/47673,2,False
15/104841,2,False
24/116418,2,False
01/421843,2,False
02/338867,2,False
01/24758,2,False
23/253600,2,False
01327832,2,False
23/16102,2,False
02/230521,2,False
01/490512,2,False
K6W6993K30,2,False
02/114206,2,False
22/118920,2,False
11/657363,2,False
24/97559,2,False
03/1565,2,False
01/379363,2,False
77/062432,2,False
05/35504,2,False
15/14254,2,False
21/32006,2,False
00/450379,2,False
00/455111,2,False
23/110912,2,False
22/74933,2,False
12/72894,2,False
03/155496,2,False
22/31825,2,False
04/108980,2,False
01/735761,2,False
24/155818,2,False
01/1452369,2,False
01/368657,2,False
02/127295,2,False
09/65211,2,False
01/417560,2,False
19/003260,2,False
01/463871,2,False
14/62462,2,False
03/113179,2,False
19/88574,2,False
12/009801,2,False
24BD76822,2,False
09/539752,2,False
14174474,2,False
01/202670,2,False
22/68887,2,False
01/1485769,2,False
15/148023,2,False
15/22177,2,False
09/117663,2,False
09/175229,2,False
09/68455,2,False
01/511458,2,False
24/31182,2,False
01/326352,2,False
07/195160,2,False
15/5838,2,False
22/16448,2,False
22/95246,2,False
01/552626,2,False
01/226175,2,False
07/225076,2,False
01/42774,2,False
01/151570,2,False
01/293437,2,False
02/11736,2,False
24/31318,2,False
01/111120,2,False
01/385015,2,False
03/146405,2,False
02/02354,2,False
00/380346,2,False
15/55636,2,False
24/55384,2,False
01/133692,2,False
09/173442,2,False
01/20346,2,False
01/110723,2,False
01/100319,2,False
08/77096,2,False
16/94329,2,False
09223729,2,False
16/37790,2,False
22/183753,2,False
01/325643,2,False
23/237921,2,False
02/278478,2,False
02/50530,2,False
09/100805,2,False
02/7844645,2,False
02118023,2,False
00/429943,2,False
10/74766,2,False
19/31016,2,False
23/95608,2,False
24/135076,2,False
13/60985,2,False
00/361801,2,False
2367852,2,False
17/16849,2,False
24/110774,2,False
05/53531,2,False
01/67090,2,False
20/36683,2,False
01/478519,2,False
24/134726,2,False
01/67014,2,False
15/4780,2,False
24/68961,2,False
22/128117,2,False
15/59708,2,False
01/469688,2,False
02062536,2,False
09/197894,2,False
01250360,2,False
00/314458,2,False
21/002976,2,False
17/51084,2,False
24/146218,2,False
14/0023,2,False
08/2010,2,False
02/122291,2,False
14/166338,2,False
17A087253,2,False
00/1200000,2,False
23/218588,2,False
09/263256,2,False
19/002456,2,False
01/522230,2,False
09/90590,2,False
22032018,2,False
06/43457,2,False
24/92482,2,False
23/61789,2,False
2335743,2,False
23/35743,2,False
03/62466,2,False
02/147142,2,False
17AA52117,2,False
07/125323,2,False
02/2456987,2,False
01/9981,2,False
02/65866,2,False
06/30705,2,False
09/191899,2,False
24/88302,2,False
09/83556,2,False
02/214006,2,False
22/129374,2,False
08/30870,2,False
01/126213,2,False
13/64045,2,False
16/71683,2,False
19/00242,2,False
02/177976,2,False
03/77489,2,False
23/228090,2,False
23/57240,2,False
02/329084,2,False
03/019297,2,False
24/54303,2,False
24/0222450,2,False
01/484072,2,False
19/34674,2,False
12/128050,2,False
02157316,2,False
02/265931,2,False
02/2222222,2,False
02/2536525,2,False
02/125142,2,False
24/0013323,2,False
02/191143,2,False
08/108445,2,False
00/463146,2,False
15/124143,2,False
24/118776,2,False
04/118503,2,False
15/41131,2,False
24/30193,2,False
09/023236,2,False
15/007788,2,False
02/887456,2,False
23/118035,2,False
16/1541,2,False
01/212809,2,False
13/59312,2,False
02/232609,2,False
STATIONNEE,2,False
02/321864,2,False
01/52479,2,False
04/191666,2,False
21/22576,2,False
23199640,2,False
13/14269,2,False
97/0571500,2,False
22/60365,2,False
01/493627,2,False
03/321571,2,False
03/782610,2,False
03/254781,2,False
01/413772,2,False
23AU30794,2,False
08/86602,2,False
01/340147,2,False
01/45111,2,False
16/47273,2,False
07182496,2,False
01/742036,2,False
01/104085,2,False
02/232426,2,False
01/503551,2,False
09/267065,2,False
1361319,2,False
09/94591,2,False
01/256981,2,False
23/190372,2,False
24/104745,2,False
15/59395,2,False
22/95283,2,False
14/00141,2,False
01/492012,2,False
01/318012,2,False
09/151501,2,False
24/25687,2,False
18/19860,2,False
23/4820,2,False
01/376252,2,False
18/566480,2,False
12/830275,2,False
03/175504,2,False
STATIONEME,2,False
23/261471,2,False
1357013,2,False
01/210060,2,False
01/350619,2,False
10/59278,2,False
09/184982,2,False
01/79653,2,False
02/28744,2,False
02/125579,2,False
02/74775,2,False
18/21782,2,False
14/675546,2,False
02/110448,2,False
07/98497,2,False
150149632,2,False
09/244533,2,False
07/49653,2,False
24/214579,2,False
00/432699,2,False
24/235147,2,False
24/97501,2,False
23/259890,2,False
15/48280,2,False
09/260527,2,False
09/235352,2,False
23/98664,2,False
04/99083,2,False
22/115288,2,False
23/85011,2,False
06/41101,2,False
14/11304,2,False
19/85763,2,False
02/47332,2,False
22/28765,2,False
01/19526,2,False
01/25497,2,False
01/490692,2,False
24/29392,2,False
24/91106,2,False
19/16218,2,False
12/55816,2,False
01/1224565,2,False
02/83917,2,False
01/241559,2,False
00/339997,2,False
01/365526,2,False
02/314596,2,False
04/56421,2,False
03/72888,2,False
23/8998,2,False
22/15529,2,False
01/0548314,2,False
02/58863,2,False
01/285424,2,False
02/178980,2,False
03/23301,2,False
09/73252,2,False
03/45122,2,False
08/0912009,2,False
02/159875,2,False
08/12647,2,False
22/41202,2,False
01/0125253,2,False
12/00780,2,False
01/245996,2,False
02/56455,2,False
02/74723,2,False
23/17567,2,False
03/111659,2,False
05/62941,2,False
01412716,2,False
03/270595,2,False
24/13495,2,False
2469362,2,False
01/71703,2,False
01/236540,2,False
02/271732,2,False
01/411213,2,False
01/187946,2,False
0 /000000.,2,False
01/574997,2,False
01/304619,2,False
01/474134,2,False
03/267462,2,False
14/64108,2,False
07/130081,2,False
01/544110,2,False
14/76645,2,False
09/162984,2,False
23/219093,2,False
15/23927,2,False
21/51819,2,False
09/88712,2,False
01/149789,2,False
05/26953,2,False
09/83775,2,False
10/34791,2,False
14/020702,2,False
07/237914,2,False
14/31696,2,False
07/126985,2,False
09/50018,2,False
01/5746454,2,False
17/28227,2,False
24/103068,2,False
09/187007,2,False
24/17211,2,False
01/745173,2,False
19/20897,2,False
14/23986,2,False
09/53424,2,False
00/409517,2,False
16/56277,2,False
03/161888,2,False
19/855455,2,False
14/55924,2,False
01/87609,2,False
14/108867,2,False
23/118143,2,False
24/118141,2,False
22/187543,2,False
19/22196,2,False
24/214578,2,False
09/74779,2,False
2468916,2,False
0136495,2,False
15/7485,2,False
06/37828,2,False
01/265344,2,False
14/129583,2,False
14/26313,2,False
04/87997,2,False
24/37322,2,False
12/00740,2,False
23/254189,2,False
23178245,2,False
15/135880,2,False
09/028531,2,False
02/249485,2,False
01/409484,2,False
01/400899,2,False
09/54520,2,False
21/17877,2,False
04/187982,2,False
22/120366,2,False
01/557021,2,False
23/253689,2,False
23/7999,2,False
14/68620,2,False
08/08754,2,False
01/39604,2,False
15/30417,2,False
24/100402,2,False
01/273488,2,False
01/422112,2,False
15/45812,2,False
04/74690,2,False
15/65336,2,False
23/150704,2,False
03/152680,2,False
15/021458,2,False
21/41673,2,False
04/61334,2,False
01/745623,2,False
08/452478,2,False
22/94627,2,False
16/73473,2,False
24/54876,2,False
15/21458,2,False
15/82791,2,False
21/023283,2,False
02/959154,2,False
00406326,2,False
15/107349,2,False
01353394,2,False
14/85398,2,False
01/515558,2,False
21/11664,2,False
08/99086,2,False
11/001908,2,False
09/255298,2,False
22/46897,2,False
14/144894,2,False
04/21214,2,False
1050212,2,False
12/9710,2,False
08/101963,2,False
23/164147,2,False
16/90956,2,False
03/148520,2,False
03/78016,2,False
23/208568,2,False
01/245545,2,False
02/411244,2,False
01/362997,2,False
01/419372,2,False
08/50901,2,False
14/31647,2,False
22/131077,2,False
14/010101,2,False
09/49992,2,False
01/324154,2,False
02/313368,2,False
24/179695,2,False
01/165519,2,False
19/07257,2,False
19/885741,2,False
24/6862,2,False
14/75688,2,False
16/80598,2,False
24/110645,2,False
09/219515,2,False
00/298820,2,False
02/299510,2,False
05/5445641,2,False
15/9882,2,False
01/591914,2,False
01/124789,2,False
02/80547,2,False
09/246206,2,False
01/329170,2,False
02/233572,2,False
01/404355,2,False
15/95859,2,False
02/40461,2,False
22/45137,2,False
05/68843,2,False
24/110973,2,False
15/127574,2,False
03/12549,2,False
16/15829,2,False
02/44154,2,False
18AX14461,2,False
11/52013,2,False
15/74578,2,False
02/228757,2,False
05/11591,2,False
01/450666,2,False
24/43863,2,False
23/184212,2,False
12/2132,2,False
08/87577,2,False
09/225241,2,False
24/141810,2,False
24/25519,2,False
12/30322,2,False
01/24806,2,False
01/588799,2,False
23/209540,2,False
14/70057,2,False
14/17556,2,False
18/26772,2,False
08/46831,2,False
01/110568,2,False
23/245829,2,False
17AA65599,2,False
10/38452,2,False
01/178777,2,False
24/7947,2,False
23/34653,2,False
01/281971,2,False
09/63761,2,False
11/30672,2,False
24/163024,2,False
09/140134,2,False
14/87724,2,False
03/282672,2,False
18/57439,2,False
01/1254555,2,False
09/1540,2,False
21/48556,2,False
01/221678,2,False
U18N94891K,2,False
02/296107,2,False
24/99253,2,False
23/128254,2,False
04/61258,2,False
09/79216,2,False
00/256714,2,False
01/481833,2,False
08/29931,2,False
23/46909,2,False
02/353029,2,False
24/149578,2,False
01/236500,2,False
07/154574,2,False
15/45648,2,False
04/146271,2,False
24/83012,2,False
02/214022,2,False
09/135170,2,False
09/221654,2,False
01/189356,2,False
03195111,2,False
1557719,2,False
02/588784,2,False
22/68354,2,False
22/164400,2,False
09/31625,2,False
01/221235,2,False
19/16068,2,False
23/228354,2,False
23256222,2,False
02/62374,2,False
00/374660,2,False
02/000637,2,False
01/159347,2,False
24/178862,2,False
23/146724,2,False
22/116927,2,False
01/312859,2,False
31/23744,2,False
09/206449,2,False
01/85445,2,False
01/367067,2,False
01/75883,2,False
05/44955,2,False
09/262725,2,False
02/260219,2,False
01747463,2,False
14/89344,2,False
02/203343,2,False
08/38806,2,False
23/125954,2,False
09/75720,2,False
24/4582,2,False
01/217688,2,False
22/190189,2,False
09/60880,2,False
21/12668,2,False
02/257422,2,False
21/58763,2,False
01360668,2,False
01/65076,2,False
22/96753,2,False
24/69523,2,False
02/52454,2,False
24/89585,2,False
24/55817,2,False
01/65456,2,False
12/14728,2,False
03/33625,2,False
08/6121,2,False
04/205089,2,False
09/92761,2,False
01/493325,2,False
02/273231,2,False
07/83323,2,False
08/000771,2,False
03/108686,2,False
09/13156,2,False
21/20842,2,False
01/225485,2,False
23/260657,2,False
01/1478569,2,False
00/1220000,2,False
24/68231,2,False
15/4527,2,False
03/281561,2,False
03/168410,2,False
23/161819,2,False
01/4453569,2,False
14/102313,2,False
23/52401,2,False
22/175589,2,False
03/196761,2,False
00/357214,2,False
14/71497,2,False
22/22101,2,False
02/105309,2,False
23228577,2,False
02/197687,2,False
21/049990,2,False
21/10341,2,False
16/64301,2,False
19HT56151,2,False
01/292876,2,False
02/85693,2,False
23/111456,2,False
08/88297,2,False
01366049,2,False
22/139005,2,False
23/265354,2,False
02/547887,2,False
04/142206,2,False
13BF63510,2,False
01/275277,2,False
08/102505,2,False
24/76686,2,False
2262955,2,False
02/266057,2,False
23/113803,2,False
04/87466,2,False
01/306924,2,False
09/246996,2,False
23/171422,2,False
23/249013,2,False
02/328739,2,False
12/29737,2,False
04/88789,2,False
01/330416,2,False
15/63296,2,False
15/13982,2,False
07/1263,2,False
21/08056,2,False
0302691022,2,False
15/79271,2,False
J01005ZWE7,2,False
09/0258295,2,False
24/4216,2,False
02/257576,2,False
11/2560,2,False
01/739734,2,False
01/221034,2,False
07/49575,2,False
23/75712,2,False
19/00980,2,False
09/224327,2,False
23/160223,2,False
01/541164,2,False
00/454030,2,False
23/145948,2,False
00/362742,2,False
07/165795,2,False
03/204508,2,False
02/326095,2,False
02/162706,2,False
23/216036,2,False
01/1768408,2,False
09/236173,2,False
06/16242,2,False
22/31192,2,False
02/11111,2,False
01/457956,2,False
02/237897,2,False
01/300617,2,False
01/754692,2,False
2362502,2,False
07/119329,2,False
01/366640,2,False
07/230976,2,False
24/116611,2,False
13/69150,2,False
24/31665,2,False
09/147499,2,False
20/15430,2,False
23/141023,2,False
21/15508,2,False
03133308,2,False
01/236432,2,False
02/81749,2,False
21/20534,2,False
19AX04390,2,False
07/127141,2,False
02/317517,2,False
03/237849,2,False
23/135675,2,False
01/466604,2,False
21/43540,2,False
02/266195,2,False
01/75347,2,False
22/50695,2,False
04/127815,2,False
0407778100,2,False
04/11630,2,False
21/24512,2,False
03/262775,2,False
16/28253,2,False
10/12121,2,False
01/1478659,2,False
01/747974,2,False
21/27585,2,False
12/54309,2,False
A04445796,2,False
01/187868,2,False
09/102240,2,False
01/111114,2,False
22/187276,2,False
21/13789,2,False
02/204706,2,False
24/87463,2,False
20/42420,2,False
19/12053,2,False
22/12427,2,False
01/124567,2,False
03/230308,2,False
00/373522,2,False
12/085142,2,False
15/151496,2,False
01/594781,2,False
01/392647,2,False
19/23219,2,False
24/126172,2,False
01/61761,2,False
04/97148,2,False
03/206601,2,False
13/65924,2,False
24/172165,2,False
24/172169,2,False
00/319522,2,False
04/170095,2,False
01/232286,2,False
10/62192,2,False
09264778,2,False
01/771089,2,False
23/215605,2,False
01/529614,2,False
02/25244,2,False
23/255090,2,False
02/30796,2,False
02/274490,2,False
23/64326,2,False
03/169717,2,False
01/231451,2,False
22/15464,2,False
08/80935,2,False
1235845,2,False
14/153073,2,False
22/170385,2,False
22/158495,2,False
02/239644,2,False
23/253401,2,False
01/175694,2,False
03/222550,2,False
017/125759,2,False
23/108367,2,False
22/85907,2,False
24/116508,2,False
05/8445,2,False
22/113921,2,False
02/5448,2,False
15/45842,2,False
01/763921,2,False
09/470742,2,False
02/132916,2,False
01/490483,2,False
16/119979,2,False
24/47182,2,False
02/124894,2,False
15/75257,2,False
01/56195,2,False
18/23022,2,False
23/206494,2,False
01/90540,2,False
11/54758,2,False
23/1098,2,False
02/278601,2,False
15/5486,2,False
02120893,2,False
09/145483,2,False
08/58254,2,False
23/124006,2,False
03/71408,2,False
01/109997,2,False
24/71011,2,False
14/203131,2,False
02/1161447,2,False
01/521798,2,False
2590359,2,False
24/135168,2,False
24/40689,2,False
24/169275,2,False
14/28230,2,False
09/191428,2,False
01/407204,2,False
15/20400,2,False
23/74348,2,False
23/74848,2,False
02/327631,2,False
52/032076,2,False
01/557975,2,False
15/333215,2,False
07/157954,2,False
07/33518,2,False
01/235396,2,False
06/13504,2,False
02/4879,2,False
09/214980,2,False
01/333464,2,False
04/98700,2,False
23/165471,2,False
00/355897,2,False
22/17077,2,False
04/172201,2,False
23/195197,2,False
21/18962,2,False
23/46946,2,False
12/20524,2,False
12/0012,2,False
04/116150,2,False
10/16129,2,False
15/144744,2,False
15/54789,2,False
03/142316,2,False
00/389996,2,False
2303221,2,False
04/94865,2,False
01/364206,2,False
21/7821,2,False
01/291437,2,False
120272/07,2,False
13/18065,2,False
11/38514,2,False
2354167,2,False
00/300141,2,False
23/124295,2,False
23/34068,2,False
01/290952,2,False
01/270503,2,False
24/344888,2,False
2345544,2,False
22/64598,2,False
23/146115,2,False
03/187061,2,False
02/66292,2,False
01/287771,2,False
18/41419,2,False
01/438330,2,False
01/18002,2,False
03/5550,2,False
01/74745,2,False
01/1212010,2,False
01/384418,2,False
9806872003,2,False
01383130,2,False
01/228287,2,False
17/26916,2,False
09/60093,2,False
09/77617,2,False
01/42454,2,False
07/26319,2,False
09/178107,2,False
19/1421,2,False
23/174721,2,False
23/29488,2,False
02/178199,2,False
00/186874,2,False
01/15426,2,False
06/31608,2,False
23/45086,2,False
00/773376,2,False
07/101681,2,False
01/15718,2,False
05/39093,2,False
01/287155,2,False
00/420422,2,False
02/187815,2,False
15/92648,2,False
01460884,2,False
13/40494,2,False
07/145637,2,False
00/1259,2,False
24/99807,2,False
17/7814,2,False
02/106925,2,False
01/242955,2,False
23/127402,2,False
01/193414,2,False
03/64624,2,False
01/470798,2,False
04/58797,2,False
22/55964,2,False
2459416,2,False
02/11394,2,False
22/81522,2,False
04/90851,2,False
19/4379,2,False
01/239599,2,False
09LL37608,2,False
22/97435,2,False
22/22494,2,False
23/173443,2,False
01/31258,2,False
11/0000,2,False
12/152412,2,False
23/131107,2,False
03/116490,2,False
00/4036260,2,False
01/86215,2,False
02/111483,2,False
01/60801,2,False
24/83620,2,False
23/119211,2,False
24/58881,2,False
01/321879,2,False
18/1618,2,False
04/95412,2,False
0397327,2,False
03/158252,2,False
20/11348,2,False
01/363457,2,False
1337549,2,False
01/463430,2,False
03/199339,2,False
02/200062,2,False
22/53617,2,False
0013/7301,2,False
21/28871,2,False
01/132874,2,False
24/30818,2,False
0399652,2,False
01/2147,2,False
01/456289,2,False
02/235261,2,False
02/96363,2,False
22/5678,2,False
10/20157,2,False
01/231393,2,False
02/2140,2,False
12/021125,2,False
01/260442,2,False
02/101338,2,False
20/0656,2,False
11/32481,2,False
01/265898,2,False
01/396791,2,False
24/13107,2,False
23/73830,2,False
01/2221,2,False
02/20300,2,False
22/145767,2,False
21/022033,2,False
0/519341,2,False
17/43018,2,False
14/0919,2,False
08/20856,2,False
01/432694,2,False
24/99453,2,False
01/196444,2,False
06/44339,2,False
2419826,2,False
23/147851,2,False
23/183753,2,False
01/393919,2,False
02/96748,2,False
22/35931,2,False
E224991,2,False
01295674,2,False
01/136672,2,False
24/30234,2,False
01/319900,2,False
05/59715,2,False
01/378728,2,False
01/152781,2,False
03/1250,2,False
01/488670,2,False
23/72649,2,False
01/366875,2,False
02/104812,2,False
01/61068,2,False
01/01068,2,False
01/437620,2,False
03/42432,2,False
14/94507,2,False
24/122819,2,False
23/105478,2,False
01/91868,2,False
14/82275,2,False
05/36665,2,False
03/56666,2,False
00/1112,2,False
01/255618,2,False
14/26185,2,False
10/45479,2,False
03/187878,2,False
08/17721,2,False
23/57511,2,False
2411191,2,False
03/121101,2,False
03/1211101,2,False
03/9014,2,False
17/39564,2,False
10/46587,2,False
01/6020,2,False
27/1385,2,False
01357421,2,False
23/106289,2,False
18/17078,2,False
02/22360,2,False
01/253768,2,False
01/463946,2,False
17/7817,2,False
01/356682,2,False
00/124541,2,False
01/397137,2,False
23/168093,2,False
01/368476,2,False
03/165209,2,False
02/152704,2,False
01/232514,2,False
01/294621,2,False
23/126355,2,False
22/68330,2,False
06/22474,2,False
01/342006,2,False
24/118392,2,False
03/108819,2,False
09/162543,2,False
09/32582,2,False
22/117590,2,False
01/189140,2,False
03123030,2,False
22/84481,2,False
23111675,2,False
1827920033,2,False
22/93574,2,False
01/250884,2,False
01/490804,2,False
01/14296,2,False
01/102428,2,False
24/84080,2,False
14/91864,2,False
23/52882,2,False
01/205023,2,False
01/1234668,2,False
17/29784,2,False
17/34518,2,False
01/397658,2,False
04/403011,2,False
03/90137,2,False
03/91037,2,False
01/92891,2,False
01/115756,2,False
03/186185,2,False
01/187971,2,False
08/3941,2,False
23/147936,2,False
09/186362,2,False
09186362,2,False
01/427117,2,False
04/128349,2,False
11E5417026,2,False
13/25665,2,False
01/408094,2,False
22/42634,2,False
SAN CONDU,2,False
01/225483,2,False
01/323557,2,False
02/132995,2,False
24/12630,2,False
24/52945,2,False
22/021330,2,False
23/8922,2,False
24/93817,2,False
01/127619,2,False
03/70084,2,False
16/33033,2,False
02/119041,2,False
04/050497,2,False
00/342739,2,False
15/4552,2,False
01/360615,2,False
01/421189,2,False
15/94384,2,False
21/29796,2,False
12/1456,2,False
15/43813,2,False
09/2113,2,False
10/236125,2,False
03/234662,2,False
07/43648,2,False
00/343572,2,False
15/147775,2,False
01/443764,2,False
03/123101,2,False
23/69783,2,False
01/314518,2,False
00/011252,2,False
05/1775,2,False
23/100043,2,False
02/132521,2,False
11/19877,2,False
09/168810,2,False
2370982,2,False
01/124565,2,False
10/59787,2,False
21/9926,2,False
01/98656,2,False
02/268192,2,False
21/17256,2,False
01/257600,2,False
02/102135,2,False
17/46469,2,False
24/114255,2,False
01/485653,2,False
15/89326,2,False
09/104370,2,False
22/68844,2,False
24/55552,2,False
23150819,2,False
04111264,2,False
04/111264,2,False
8403062104,2,False
01/192313,2,False
23102032,2,False
18/21181,2,False
01/191688,2,False
22/1778,2,False
09/56737,2,False
23/56590,2,False
02/93307,2,False
01/255179,2,False
23/80404,2,False
2380404,2,False
07/9966,2,False
1844478,2,False
14/47536,2,False
13/32279,2,False
02/244651,2,False
06/26525,2,False
23/172531,2,False
23/139797,2,False
13/45163,2,False
22/89594,2,False
23/115860,2,False
00/420930,2,False
01/357876,2,False
01/484066,2,False
04/19977,2,False
03/100524,2,False
22/102831J,2,False
09/191796,2,False
00/423816,2,False
24/24177,2,False
01/2112304,2,False
01/025555,2,False
01/479093,2,False
1624199,2,False
02/345698,2,False
23/88141,2,False
00/434943,2,False
11/53808,2,False
06/36538,2,False
01/488818,2,False
23/77932,2,False
10/39961,2,False
14/49990,2,False
03/49220,2,False
14/92640,2,False
05/82436,2,False
16/20734,2,False
07/152450,2,False
01/0337200,2,False
01/152165,2,False
00/463046,2,False
00/418105,2,False
17/14560,2,False
01/285146,2,False
03/181338,2,False
11/15501,2,False
23/51167,2,False
00/469940,2,False
00/458940,2,False
01153132,2,False
01/135611,2,False
17/19734,2,False
01/040428,2,False
12/125986,2,False
09/145493,2,False
23/55907,2,False
20/24571,2,False
09/17580,2,False
24/254843,2,False
0165057,2,False
23/67172,2,False
23/59980,2,False
09/95693,2,False
00/270834,2,False
NY65039,2,False
23/182215,2,False
23/90155,2,False
08/80399,2,False
01/8875,2,False
01/020581,2,False
17/44932,2,False
14/61605,2,False
09/87440,2,False
01/183287,2,False
01/403453,2,False
14/80219,2,False
14/32060,2,False
02/227680,2,False
24/37352,2,False
01/18178,2,False
01/90351,2,False
00/449363,2,False
09/103777,2,False
15/2361,2,False
02/84098,2,False
24/25186,2,False
01/484196,2,False
03/62510,2,False
14/48027,2,False
17/46162,2,False
06/1133,2,False
24/20491,2,False
23/86357,2,False
01/436247,2,False
01/304654,2,False
00/458866,2,False
02/187791,2,False
23/26353,2,False
01/556532,2,False
02/168647,2,False
01/268044,2,False
