numero_permis,n_occurrences,is_suspect
22/103159,2,False
03/103442,2,False
01/548483,2,False
23/187762,2,False
01/191999,2,False
01/474600,2,False
24/25859,2,False
03/201987,2,False
21/16784,2,False
24/13578,2,False
23/131824,2,False
01/432194,2,False
08/18645,2,False
00/285192,2,False
02/437650,2,False
14/68284,2,False
01/213286,2,False
14/ 000000,2,False
01/117778,2,False
07/117586,2,False
23/5383,2,False
01/1627,2,False
08/51230,2,False
14/99381,2,False
17/13561,2,False
08131284,2,False
01/489616,2,False
04/111568,2,False
01/436950,2,False
01/510515,2,False
04/87120,2,False
13/3221,2,False
00/265838,2,False
16/73715,2,False
01/150068,2,False
010101200,2,False
20/43972,2,False
17/1728,2,False
07/48934,2,False
09/38684,2,False
22/84361,2,False
01/159188,2,False
21/21326,2,False
14113725,2,False
07/010101,2,False
14/0014,2,False
01/36223,2,False
21/16859,2,False
01/379586,2,False
16/82407,2,False
04/26092,2,False
15/38056,2,False
21/21795,2,False
01/113103,2,False
03/94703,2,False
03/14079,2,False
24/79145,2,False
14/202711,2,False
01/515540,2,False
24/33192,2,False
01/472592,2,False
01/264465,2,False
24/124976,2,False
22/8575,2,False
1365620636,2,False
01/16974,2,False
23/151483,2,False
22/11106,2,False
09/196586,2,False
04/05054,2,False
2283625,2,False
0101202025,2,False
17/44112,2,False
22/76609,2,False
23/18074,2,False
23/109756,2,False
03/164123,2,False
23/62145,2,False
24/0450,2,False
01/231175,2,False
02/246442,2,False
03/204483,2,False
03/73218,2,False
03/150302,2,False
22/35904,2,False
01/255499,2,False
01/253176,2,False
23/144745,2,False
04/4540,2,False
01/459456,2,False
22/1291376,2,False
01/288390,2,False
12/23218,2,False
14/147237,2,False
22/101806,2,False
01/512304,2,False
01/523464,2,False
200000000,2,False
04/97506,2,False
02/188457,2,False
02103986,2,False
24/511000,2,False
09/160609,2,False
09/73370,2,False
01/161504,2,False
01/252921,2,False
01/494742,2,False
09/138528,2,False
00/474488,2,False
16/51826,2,False
24/28383,2,False
07/71921,2,False
17/4440,2,False
09113646,2,False
01/493041,2,False
15/42896,2,False
09/161730,2,False
15/11457,2,False
01/326953,2,False
15/40177,2,False
07/1499700,2,False
01/554976,2,False
18N94891K,2,False
22/103178,2,False
00/470334,2,False
2396674,2,False
04/112577,2,False
01/350526,2,False
01/201040,2,False
01/281747,2,False
01/437118,2,False
23/73355,2,False
23/73955,2,False
01/96299,2,False
01/01010,2,False
23/73936,2,False
1412356,2,False
24/138172,2,False
23/181422,2,False
03/206520,2,False
24/42271,2,False
22/173298,2,False
17/31750,2,False
13/26900,2,False
04/61583,2,False
23/56877,2,False
01/493113,2,False
15/97033,2,False
03/150056,2,False
03150056,2,False
01/448942,2,False
17751304,2,False
01/354409,2,False
01/186722,2,False
00/381690,2,False
14/76781,2,False
04/13890,2,False
07/13890,2,False
02/210805,2,False
23/149247,2,False
24/6712,2,False
19/00270,2,False
01/1256371,2,False
12/35985,2,False
15/56297,2,False
19/21864,2,False
24/72799,2,False
24/ 8608,2,False
03/111511,2,False
03/185655,2,False
09/12466,2,False
01/509440,2,False
23/25592,2,False
01449170,2,False
23/25512,2,False
02/262328,2,False
02/124940,2,False
07/167776,2,False
01/165410,2,False
00372985,2,False
00/293940,2,False
02/73676,2,False
15/0444,2,False
15/52048,2,False
21/45481,2,False
23/177466,2,False
03/96024,2,False
24/34768,2,False
24/32289,2,False
23/78282,2,False
22/79719,2,False
17/66823,2,False
08/87952,2,False
01/185294,2,False
23/93592,2,False
2393592,2,False
2322737,2,False
01/4122590,2,False
01/285384,2,False
01/308988,2,False
01/305832,2,False
00/446749,2,False
02/27555,2,False
02/108089,2,False
02/127555,2,False
01/124974,2,False
23/86170,2,False
05300362,2,False
23/210512,2,False
00/995153,2,False
24/64629,2,False
24/125000,2,False
** ******,2,False
04/128320,2,False
03/130726,2,False
01/313508,2,False
01/287345,2,False
24/156040,2,False
01/135255,2,False
09/18579,2,False
01/324966,2,False
04/03751,2,False
01/26334,2,False
23/172442,2,False
02/129507,2,False
10/61504,2,False
01/311869,2,False
02/29877,2,False
24/97439,2,False
02/44833,2,False
00/393775,2,False
00/393776,2,False
23/94683,2,False
23/201339,2,False
14/64921,2,False
23/84189,2,False
01/154685,2,False
09/67437,2,False
07/112702,2,False
00/144765,2,False
01/363936,2,False
0124555,2,False
02/212387,2,False
03/98322,2,False
01/652310,2,False
3/65241,2,False
09/178983,2,False
15/36720,2,False
01/50138,2,False
02/189256,2,False
00/381190,2,False
01/394781,2,False
00/173124,2,False
23/179313,2,False
03/64122,2,False
01/281770,2,False
13/55437,2,False
24/116685,2,False
11/2222222,2,False
00/331567,2,False
15/21273,2,False
21/010496,2,False
15/77899,2,False
01/127333,2,False
01/284969,2,False
02/60339,2,False
03/85883,2,False
01/358461,2,False
01/152905,2,False
23/8434,2,False
14/59862,2,False
08/15412,2,False
24/22898,2,False
2468589,2,False
00/424770,2,False
01/2536251,2,False
09/60444,2,False
17/60875,2,False
10/03687,2,False
01/299405,2,False
05/38105,2,False
01/448879,2,False
15/76674,2,False
05/53619,2,False
001/000,2,False
22/131875,2,False
01/01011,2,False
01/430910,2,False
01/367530,2,False
15/93038,2,False
09/84499,2,False
23/209900,2,False
08/45711,2,False
01/516861,2,False
02/259604,2,False
23/155471,2,False
23/179183,2,False
11/10000,2,False
09/242388,2,False
15/5475,2,False
22/164723,2,False
23/164723,2,False
04/21195,2,False
21/11105,2,False
09/113438,2,False
04/62366,2,False
24/118777,2,False
09/60867,2,False
24/120110,2,False
09/8529,2,False
05/47522,2,False
02/104250,2,False
10/32308,2,False
14150970,2,False
23/11092,2,False
01/454520,2,False
7902751203,2,False
01/407842,2,False
23/79413,2,False
05/16961,2,False
01/122222,2,False
14/30211,2,False
14/53480,2,False
14/49214,2,False
00/357315,2,False
ABDI KAIES,2,False
01/289840,2,False
17/60509,2,False
05/98608,2,False
01/68457,2,False
01/5862,2,False
07/17629,2,False
09/95150,2,False
01/431528,2,False
01/483950,2,False
17/1973,2,False
17/45049,2,False
01/463395,2,False
02/193630,2,False
00/274605,2,False
00/451947,2,False
22/46225,2,False
01/446570,2,False
14/43321,2,False
16/31752,2,False
03/39979,2,False
22/133849,2,False
23/184440,2,False
24/72956,2,False
00/268281,2,False
00/1454511,2,False
2052020002,2,False
09/17889,2,False
09/106894,2,False
00/368910,2,False
03/87125,2,False
17/35479,2,False
15/16226,2,False
01/501587,2,False
23AE34586,2,False
24/33898,2,False
29/184197,2,False
24/68485,2,False
23/188894,2,False
23/126931,2,False
03/52126,2,False
24/107332,2,False
24/48513,2,False
01/405353,2,False
02/87552,2,False
04/79881,2,False
02/145897,2,False
01/197743,2,False
10/25059,2,False
23/37724,2,False
STATIONNEM,2,False
09153241,2,False
09/55843,2,False
01/132154,2,False
00/154252,2,False
24/78229,2,False
07/122848,2,False
03/071036,2,False
11/000000,2,False
7903751211,2,False
02/344625,2,False
03/62261,2,False
01/299429,2,False
00/285570,2,False
23/189973,2,False
0142568,2,False
01/358168,2,False
03/9139,2,False
024/414,2,False
01/209328,2,False
07/94846,2,False
23/84577,2,False
23245972,2,False
19/5571,2,False
09/176765,2,False
22/32173,2,False
14/78850,2,False
22/64879,2,False
01/281083,2,False
09/93532,2,False
09/102233,2,False
21/33112,2,False
01/1452453,2,False
24/146125,2,False
01/385147,2,False
08/27482,2,False
04/94590,2,False
09/143858,2,False
23/167395,2,False
24/16046,2,False
02/248034,2,False
22/76806,2,False
05/315335,2,False
01416402,2,False
01/339132,2,False
00/262695,2,False
08/80006,2,False
02/57516,2,False
15/34661,2,False
03/208389,2,False
02/33496,2,False
09/125594,2,False
17/18844,2,False
02/152490,2,False
01/1254785,2,False
09/86927,2,False
09/36424,2,False
01/22235,2,False
18/9253,2,False
01/108107,2,False
01/64444,2,False
01/354613,2,False
01/01222,2,False
09/94252,2,False
00/267966,2,False
24/25971,2,False
22/134025,2,False
15/77884,2,False
09/63178,2,False
14/130582,2,False
15/55688,2,False
01/362452,2,False
01/382069,2,False
00/146491,2,False
10/27025,2,False
23/183903,2,False
00/451251,2,False
09/198697,2,False
08/0000,2,False
22/54528,2,False
17/19553,2,False
15/36635,2,False
04/76239,2,False
21/14410,2,False
01/508834,2,False
03/42462,2,False
02/51239,2,False
T05911354B,2,False
24/87956,2,False
03/16708,2,False
24/96866,2,False
02/101685,2,False
01/337107,2,False
00/1452544,2,False
23/33872,2,False
01/43322,2,False
04/82055,2,False
08/82521,2,False
14/121419,2,False
09/32172,2,False
00/2222222,2,False
01/147859,2,False
15/35535,2,False
12/42511,2,False
22/185299,2,False
09/242642,2,False
08/69571,2,False
08/76018,2,False
03/170422,2,False
22/29904,2,False
01/260707,2,False
04/137338,2,False
01/407465,2,False
09/13799,2,False
19AA85906,2,False
24/80029,2,False
01/520361,2,False
02/163879,2,False
03/61057,2,False
05/57791,2,False
05/85975,2,False
23/218989,2,False
15AW32857,2,False
15/69011,2,False
15/778899,2,False
17/9126,2,False
01/87516,2,False
15/57718,2,False
01/39677,2,False
15/55478,2,False
09/207656,2,False
22/103364,2,False
22/53825,2,False
08/32450,2,False
00/291998,2,False
07/15789,2,False
24/106641,2,False
000 00000,2,False
24/139751,2,False
018/56324,2,False
24/03989,2,False
01/414430,2,False
09/023565,2,False
03/120021,2,False
14/2569,2,False
03/131789,2,False
01/339205,2,False
01/291653,2,False
02/2021,2,False
09/16794,2,False
02/213851,2,False
01/288074,2,False
03/193939,2,False
09/106555,2,False
08/31006,2,False
00/313698,2,False
02/196908,2,False
02/224705,2,False
31249910,2,False
22/85772,2,False
02/279356,2,False
01/69379,2,False
04/137627,2,False
02/15831,2,False
01/304181,2,False
22/110371,2,False
24/100764,2,False
10/58554,2,False
15/26924,2,False
08/45812,2,False
23/100561,2,False
02/133938,2,False
00/479158,2,False
23/138744,2,False
03/12568,2,False
01/73693,2,False
01/150131,2,False
23/60134,2,False
01/430861,2,False
16AB79625,2,False
28252040,2,False
23/26812,2,False
5AU82262,2,False
01/46795,2,False
23/188142,2,False
U19H27494W,2,False
01/267227,2,False
02/307277,2,False
01/393805,2,False
03/218417,2,False
04/57789,2,False
L22224110,2,False
22/41472,2,False
24/61847,2,False
11/12121,2,False
24/121919,2,False
01/255191,2,False
22/40295,2,False
01/329569,2,False
09/86409,2,False
23/141786,2,False
01/352134,2,False
00265558,2,False
07/115367,2,False
14/62830,2,False
03/37298,2,False
03/116079,2,False
23/142828,2,False
13/40420,2,False
22/6485,2,False
00/368670,2,False
09/196582,2,False
03/90798,2,False
24/62668,2,False
01/193921,2,False
00/0125253,2,False
T415521,2,False
01/08032,2,False
920569101,2,False
1900639682,2,False
21AH95356,2,False
01/275522,2,False
01/99056,2,False
27392400,2,False
1713320,2,False
751659584,2,False
04/117874,2,False
14/162226,2,False
Y702374A,2,False
8311381113,2,False
U12834453V,2,False
23AF58326,2,False
1212191776,2,False
9882023433,2,False
INT298137,2,False
04/61924,2,False
C900421696,2,False
01/505680,2,False
18AM39034,2,False
9903133005,2,False
0053/48080,2,False
01/454137,2,False
2911103010,2,False
01/338320,2,False
U166M55324,2,False
07/110358,2,False
18807198/C,2,False
01/248504,2,False
21/25438,2,False
150060699,2,False
21/23287,2,False
02/170575,2,False
10/25370,2,False
00/339859,2,False
01/458796,2,False
23/177034,2,False
01/123572,2,False
01/489592,2,False
23/139221,2,False
01/510329,2,False
14/139169,2,False
01/248626,2,False
01/502998,2,False
01/285130,2,False
23/215884,2,False
00/125478,2,False
12/66495,2,False
08/30857,2,False
00/399732,2,False
08/35368,2,False
23/188026,2,False
05/57966,2,False
01/1478553,2,False
01/36974,2,False
01/28360,2,False
02/214953,2,False
01/84261,2,False
24/74178,2,False
18/15421,2,False
09/148934,2,False
01/292903,2,False
24/108856,2,False
23/94809,2,False
23/16697,2,False
22/105993,2,False
04/37920,2,False
22/4421,2,False
24/31029,2,False
14/168596,2,False
00/0231522,2,False
09/132818,2,False
23/13288,2,False
01/35465,2,False
09/84969,2,False
02/93119,2,False
02/318805,2,False
21/21312,2,False
02/86612,2,False
14/51981,2,False
24/156810,2,False
01346537,2,False
24/65241,2,False
14/53281,2,False
08/69286,2,False
23/123859,2,False
17/17092,2,False
54/1254665,2,False
14/51484,2,False
17/15738,2,False
00/314084,2,False
01/120855,2,False
08/0291200,2,False
01/260779,2,False
00/354331,2,False
01/281803,2,False
17/34207,2,False
23115024,2,False
18/27718,2,False
07/42090,2,False
22/47688,2,False
17/15975,2,False
22/11169,2,False
02/111439,2,False
07/19852,2,False
14/55693,2,False
01/375324,2,False
22/60492,2,False
01547015,2,False
02/114908,2,False
03/217868,2,False
09182790,2,False
14/74946,2,False
23/4279,2,False
01/1234579,2,False
00/377571,2,False
23/81589,2,False
0830596,2,False
24/44039,2,False
24113201,2,False
09/139335,2,False
03/64371,2,False
02/246255,2,False
01/ 0000,2,False
15/11544,2,False
12/1360,2,False
24/27265,2,False
24/35281,2,False
24/72097,2,False
24/72087,2,False
01/250348,2,False
01/156354,2,False
02/58093,2,False
01/0102051,2,False
2380849,2,False
01/362004,2,False
22/199574,2,False
20/9417,2,False
23/21783,2,False
01/248712,2,False
0944010,2,False
09/44010,2,False
01/60301,2,False
23/186737,2,False
01/2223,2,False
02/98106,2,False
23/104973,2,False
01/419704,2,False
14/111111,2,False
14/184988,2,False
14/00003,2,False
06/4578,2,False
09/175018,2,False
21/17861,2,False
12/19472,2,False
00369346,2,False
03122186,2,False
01/13567,2,False
01347189,2,False
15/7843,2,False
05127378,2,False
23/189517,2,False
15/70448,2,False
22/11691,2,False
09/206133,2,False
01/96125,2,False
24/40100,2,False
24/117118,2,False
16/45526,2,False
11/30625,2,False
05/54039,2,False
02/196136,2,False
01/329863,2,False
24/131225,2,False
01/410967,2,False
01/503316,2,False
16/90821,2,False
23/95356,2,False
14/25942,2,False
02/234013,2,False
16/90175,2,False
02/302403,2,False
01/422825,2,False
02/276285,2,False
02/269130,2,False
21/6020,2,False
21/06020,2,False
24/154672,2,False
00/00002,2,False
01542163,2,False
08/85116,2,False
21/00771,2,False
09/77689,2,False
24/140703,2,False
01/350853,2,False
21/2253,2,False
23/92731,2,False
09/84901,2,False
17/33298,2,False
00/342594,2,False
23/164113,2,False
00/324649,2,False
1010000,2,False
02/339192,2,False
05/57708,2,False
01/295241,2,False
31052025,2,False
08/45029,2,False
23/121143,2,False
22/124136,2,False
08/58540,2,False
09/204496,2,False
09/102038,2,False
02/53682,2,False
01/72647,2,False
23/195257,2,False
23/191933,2,False
18433634,2,False
07/71561,2,False
07/57798,2,False
21/41894,2,False
00213736,2,False
00/215736,2,False
17/3485,2,False
15/27964,2,False
01/274364,2,False
23/11313,2,False
15/285621,2,False
23136856,2,False
01/198673,2,False
01/387417,2,False
12/54175,2,False
23/114120,2,False
22/750260,2,False
15/26189,2,False
24/19585,2,False
02/81912,2,False
18/7545,2,False
23/84238,2,False
2347461,2,False
04/27698,2,False
06/6319,2,False
24/111074,2,False
01/254658,2,False
02/84520,2,False
22/129820,2,False
24/68611,2,False
00/444658,2,False
02/222732,2,False
10/12356,2,False
01/300162,2,False
00/333361,2,False
09/14987,2,False
23191562,2,False
01/1425893,2,False
01/151097,2,False
01/208742,2,False
23/26319,2,False
01/278484,2,False
01/58298,2,False
07/1125,2,False
03/42825,2,False
17/5593,2,False
00/250867,2,False
16/27064,2,False
07/126554,2,False
15/2198,2,False
01/191343,2,False
14/143101,2,False
24/19481,2,False
18/51702,2,False
23/65071,2,False
23111982,2,False
1612249,2,False
14/58218,2,False
18/3378,2,False
09/111111,2,False
09/61599,2,False
24/68113,2,False
02/146979,2,False
05/53387,2,False
05/392760,2,False
02/261881,2,False
01/301132,2,False
21/9848,2,False
23/151290,2,False
01/161014,2,False
03/105701,2,False
21/25434,2,False
22/50671,2,False
03/125751,2,False
09/206585,2,False
01/466675,2,False
23/10899,2,False
14/24146,2,False
00/367044,2,False
06/019337,2,False
01/506418,2,False
01/226616,2,False
23/217670,2,False
23/253597,2,False
14/77498,2,False
23/3468,2,False
22/37009,2,False
01/366325,2,False
17/33038,2,False
02/163417,2,False
01/279654,2,False
03/181793,2,False
22/86441,2,False
11/70266,2,False
17/44940,2,False
22052022,2,False
96/0983201,2,False
1814034162,2,False
03/221149,2,False
06/12438,2,False
17/38587,2,False
03/237323,2,False
0080090210,2,False
05/987456,2,False
00/435200,2,False
01/15109,2,False
19/34172,2,False
22/133066,2,False
00372994,2,False
24/52038,2,False
09/167979,2,False
22/70005,2,False
16/99118,2,False
23/20800,2,False
01/450894,2,False
01/507539,2,False
24/143581,2,False
15/8794,2,False
00/260228,2,False
01/304530,2,False
01/517258,2,False
24/15931,2,False
01/229678,2,False
03/276836,2,False
10/32158,2,False
17/0919,2,False
09/194147,2,False
22/59310,2,False
01/172217,2,False
01/537200,2,False
24/112896,2,False
01/8519988,2,False
01/741640,2,False
12/1548655,2,False
19/19495,2,False
01/11435,2,False
24/65913,2,False
01/443843,2,False
15/83586,2,False
08/25260,2,False
08/7671,2,False
21/47525,2,False
01/461886,2,False
0188809,2,False
01/377243,2,False
01/377343,2,False
01/529897,2,False
01/503907,2,False
22/67049,2,False
22167049,2,False
15/145865,2,False
02/146716,2,False
01/384943,2,False
10/79529,2,False
01/357097,2,False
01/182853,2,False
07/82886,2,False
02/59556,2,False
03/78693,2,False
00/394442,2,False
09/108310,2,False
01/213656,2,False
00/448107,2,False
17/29214,2,False
08/0416689,2,False
15/92823,2,False
00/457857,2,False
01/332788,2,False
02/175217,2,False
19/22059,2,False
01/285229,2,False
01/2113,2,False
01/322347,2,False
23/163670,2,False
22/13800,2,False
22/76175,2,False
08/21427,2,False
01/293521,2,False
16/31378,2,False
10/54984,2,False
2438054,2,False
2442297,2,False
23/106012,2,False
02/120442,2,False
01/554025,2,False
01/495897,2,False
0/219485,2,False
01/428573,2,False
08/451123,2,False
03/171923,2,False
23/171923,2,False
02/269970,2,False
05/77661,2,False
15/59507,2,False
01/417043,2,False
03/56383,2,False
03/170166,2,False
05/86341,2,False
24/96723,2,False
00181102,2,False
23/150451,2,False
22/87361,2,False
21/13501,2,False
00/445950,2,False
17/52222,2,False
08/32002,2,False
23114607,2,False
01/89910,2,False
22/11230,2,False
01/85114,2,False
01/436503,2,False
04/94387,2,False
01/452198,2,False
10/00021,2,False
09/2541,2,False
22123659,2,False
22/63348,2,False
2475714,2,False
12/11332,2,False
09/61442,2,False
01/324358,2,False
01/352764,2,False
23/9012,2,False
23/93290,2,False
15/28711,2,False
04/59995,2,False
23/23342,2,False
01/359570,2,False
01/393595,2,False
01/731736,2,False
15/023369,2,False
14/148374,2,False
01/5832,2,False
23/205486,2,False
23/136205,2,False
23/14936,2,False
04/88519,2,False
08/9864,2,False
15/8028,2,False
19/14101,2,False
02/30463,2,False
12/36427,2,False
09/13372,2,False
0913372,2,False
23/83707,2,False
18/6213,2,False
23/149768,2,False
07/17444,2,False
01/401687,2,False
05/15264,2,False
12/16264,2,False
23102715,2,False
01/21466,2,False
01/496781,2,False
23 173946,2,False
23/106214,2,False
03/176583,2,False
02/234967,2,False
02/208176,2,False
04/188530,2,False
08/836439,2,False
04/69311,2,False
2457429,2,False
23/51381,2,False
01/228260,2,False
02/236912,2,False
09/61195,2,False
23/129147,2,False
15/45125,2,False
07/147850,2,False
15/49351,2,False
04/109209,2,False
09/4311,2,False
03/128589,2,False
01/47502,2,False
09/212880,2,False
01/495499,2,False
02/65609,2,False
01/269869,2,False
01/319557,2,False
17/45456,2,False
07/113579,2,False
14/6328,2,False
23/192311,2,False
03/38671,2,False
02/0101010,2,False
01/472082,2,False
03/214180,2,False
23/85091,2,False
23/230212,2,False
01/603228,2,False
01/906802,2,False
02/120642,2,False
01/146036,2,False
27/72747,2,False
22/73747,2,False
02/200208,2,False
23/73924,2,False
03037052,2,False
04/78948,2,False
23/208024,2,False
21/27128,2,False
21/007839,2,False
01/40846,2,False
01/6578,2,False
24/43389,2,False
19/14232,2,False
11/62454,2,False
00/420164,2,False
15/45775,2,False
23/100213,2,False
01/1011111,2,False
18/258823,2,False
23/10353,2,False
00/436424,2,False
01/432903,2,False
23/6137,2,False
12/60063,2,False
22/168582,2,False
00/436205,2,False
14/8956451,2,False
00/384780,2,False
01244093,2,False
09/141394,2,False
AG0714879,2,False
02/39926,2,False
03137968,2,False
00/294632,2,False
14/156168,2,False
22/51493,2,False
15/15234,2,False
04/82483,2,False
23/127966,2,False
00/372442,2,False
04/83930,2,False
15/63216,2,False
21/13911,2,False
07/25222,2,False
16/76235,2,False
03/140437,2,False
19/33050,2,False
119/3305,2,False
17/4734,2,False
01/381192,2,False
24/102183,2,False
17/42713,2,False
09/79996,2,False
14/58740,2,False
01/456964,2,False
00/426409,2,False
03/44343,2,False
01/372170,2,False
23/97232,2,False
17/21019,2,False
23/184456,2,False
00/405045,2,False
01/302758,2,False
09/141713,2,False
01/377785,2,False
03/37898,2,False
00/11411,2,False
24/22222,2,False
24/108256,2,False
22/56121,2,False
01313836,2,False
00/240608,2,False
03/98463,2,False
01/345941,2,False
10/110110,2,False
01/339980,2,False
21/10822,2,False
15/52939,2,False
14/985642,2,False
02/100369,2,False
12/68060,2,False
23/72668,2,False
15/147755,2,False
02/266640,2,False
15/127204,2,False
10/30728,2,False
00466273,2,False
22/72311,2,False
11/29633,2,False
11/029633,2,False
23/89266,2,False
24/0152586,2,False
24/117391,2,False
09/191102,2,False
2807880018,2,False
24/68747,2,False
02/126342,2,False
09/31785,2,False
09/224072,2,False
03/2598,2,False
18/5209,2,False
09/40836,2,False
02/286469,2,False
15/107854,2,False
21/30182,2,False
02/254642,2,False
15/55464,2,False
08/54211,2,False
01/527351,2,False
22/144183,2,False
09/223927,2,False
01/6906688,2,False
15/015787,2,False
24/54798,2,False
01/207040,2,False
03/205335,2,False
22/59810,2,False
01/402866,2,False
00/326584,2,False
01/181236,2,False
01/397303,2,False
19/5279,2,False
02/25648,2,False
01/145236,2,False
23/89973,2,False
23/089973,2,False
09/133654,2,False
01/169217,2,False
09/5144,2,False
15/258624,2,False
08/452617,2,False
01/40453,2,False
23/83325,2,False
02/84186,2,False
23/90856,2,False
24/127469,2,False
14/37152,2,False
02/215571,2,False
07/161163,2,False
16/60568,2,False
09/114393,2,False
13/50967,2,False
01/252649,2,False
16/29666,2,False
09/134996,2,False
14AQ35599,2,False
09/241794,2,False
02/1212019,2,False
01/404572,2,False
00/200340,2,False
23/19899,2,False
01/422108,2,False
08/472561,2,False
08/72823,2,False
01/526664,2,False
24/100705,2,False
01/138332,2,False
24/2345678,2,False
17/45679,2,False
23/25319,2,False
22/28637,2,False
15/2389,2,False
15/12356,2,False
15/02523,2,False
00/425598,2,False
12/6996,2,False
01/43688,2,False
00280053,2,False
00/000003,2,False
15/139493,2,False
15/5487,2,False
01/272482,2,False
22/70400,2,False
09/179230,2,False
23/23171,2,False
14/48520,2,False
09/70418,2,False
07/83196,2,False
09/8093,2,False
21/42828,2,False
08/73554,2,False
09/121167,2,False
09/121165,2,False
00/370641,2,False
19/00175,2,False
24/57496,2,False
01/470288,2,False
15/73389,2,False
23/125473,2,False
04/106350,2,False
08/84262,2,False
22/144164,2,False
15/43875,2,False
09/211107,2,False
16/85624,2,False
15/2426,2,False
15/137949,2,False
21/23698,2,False
01298517,2,False
14/110921,2,False
22/135107,2,False
09/72892,2,False
21/2861,2,False
00/475622,2,False
01/35849,2,False
24/54338,2,False
01/477221,2,False
11/346831,2,False
09/6361,2,False
15/80217,2,False
10/20000,2,False
24/126515,2,False
01/229506,2,False
21/3456,2,False
01 480524,2,False
02/7856,2,False
24/28275,2,False
08/67202,2,False
0571126,2,False
00/168675,2,False
22/59359,2,False
23/114441,2,False
011456123,2,False
15/34022,2,False
23/164156,2,False
22/66280,2,False
03/76725,2,False
01/411908,2,False
00/469029,2,False
01/513422,2,False
01/14427,2,False
01/412211,2,False
11/17368,2,False
1006751013,2,False
07/124259,2,False
22/41481,2,False
09/191566,2,False
02/275607,2,False
07/127369,2,False
04/132722,2,False
01/397731,2,False
01/234115,2,False
02/03122,2,False
01/209892,2,False
21/11153,2,False
2343747,2,False
2371657,2,False
01/122416,2,False
22/89155,2,False
15/13962,2,False
17AE58438,2,False
22/48261,2,False
13/25962,2,False
01/531777,2,False
23/56254,2,False
05/76888,2,False
00/456792,2,False
05/122503,2,False
24/6299,2,False
22/120893,2,False
03/16289,2,False
14/162588,2,False
01/445920,2,False
03/95799,2,False
23/111819,2,False
00/1254895,2,False
07/25773,2,False
01/124521,2,False
24/111150,2,False
02/208617,2,False
2319552,2,False
23/19552,2,False
02/90062,2,False
2413471,2,False
2391678,2,False
01448644,2,False
23/68754,2,False
02/222720,2,False
23/11357,2,False
02/3652100,2,False
19/24929,2,False
03/43008,2,False
0278525,2,False
01125436,2,False
16/26425,2,False
01/326556,2,False
14/173738,2,False
23150115,2,False
01/121619,2,False
57/3207468,2,False
14AV79164,2,False
01/8856,2,False
01/272359,2,False
07/141113,2,False
00/433063,2,False
02/31256,2,False
04/62843,2,False
01/377442,2,False
01/1259540,2,False
01/322126,2,False
43/061473,2,False
01/452662,2,False
21/32831,2,False
23/193274,2,False
17/35249,2,False
23/100737,2,False
23/166515,2,False
14/50696,2,False
03/56759,2,False
03/183785,2,False
24/39442,2,False
05/93021,2,False
22/15588,2,False
17/23031,2,False
02/110574,2,False
15/5689,2,False
23/38494,2,False
2338494,2,False
01/482104,2,False
22/83630,2,False
01509049,2,False
16/45870,2,False
22/18547,2,False
00/003269,2,False
21/6563,2,False
01/108259,2,False
01/412092,2,False
07/73499,2,False
24/127908,2,False
24/56602,2,False
00/331848,2,False
05/331848,2,False
09/41502,2,False
02/276741,2,False
N010378200,2,False
9105784002,2,False
22/65024,2,False
01/149426,2,False
01/253664,2,False
14/163618,2,False
07/159860,2,False
22/93618,2,False
08/73521,2,False
17/24667,2,False
24/8343,2,False
09/109051,2,False
01/109051,2,False
04/102520,2,False
04/135437,2,False
05/38404,2,False
22/92254,2,False
23/159568,2,False
01/390549,2,False
04/102024,2,False
01/263294,2,False
09/176141,2,False
09/178989,2,False
01420857,2,False
08/23114,2,False
22/16679,2,False
01/372435,2,False
06/2010,2,False
23/145422,2,False
09/197399,2,False
12/46673,2,False
01/1500000,2,False
23/121178,2,False
01/97637,2,False
02/106097,2,False
04/117871,2,False
16/21422,2,False
002/8955,2,False
01/214445,2,False
01/490738,2,False
18/007276,2,False
11022021,2,False
01/51883,2,False
01/306294,2,False
01/314628,2,False
01/368142,2,False
16/43094,2,False
24/1274404,2,False
14/112356,2,False
01/149836,2,False
23107171,2,False
02/6839,2,False
06/19997,2,False
03/184135,2,False
01/347167,2,False
02/38504,2,False
03/95827,2,False
17/53349,2,False
14/31955,2,False
03/17882,2,False
02/274485,2,False
22/9890,2,False
24/58043,2,False
04/64923,2,False
04/83187,2,False
24115099,2,False
16/28844,2,False
07/104712,2,False
07104712,2,False
02/224465,2,False
09/232391,2,False
02/232321,2,False
02/181716,2,False
23/160237,2,False
17/41117,2,False
15/58587,2,False
07/23461,2,False
01/323028,2,False
01/373009,2,False
01/7635,2,False
23/122136,2,False
09/152624,2,False
09/0152624,2,False
02/156878,2,False
01/151758,2,False
23/199030,2,False
17/12395,2,False
01/1457869,2,False
00/015855,2,False
01/124186,2,False
07/74127,2,False
01/189069,2,False
01/412334,2,False
03/242362,2,False
22/92093,2,False
54/0205,2,False
13/28221,2,False
24/35502,2,False
21/23644,2,False
05/32270,2,False
08/61597,2,False
23/108950,2,False
12/21120,2,False
15/14016,2,False
15/21396,2,False
02/117345,2,False
15/95097,2,False
04/94866,2,False
15/023669,2,False
01/21214,2,False
04/45742,2,False
01/551187,2,False
23/20879,2,False
00/789781,2,False
17/50825,2,False
06/3989,2,False
